WG,chapter,report_page,chapter_page,line,col.index,line_reference,final_text,raw_text
WGI,11,1639,127,8,col2,|, very likely (compared with_ virtually certain (compared with,likely (compared with the_ very likely (compared with_ virtually certain (compared with
WGI,11,1639,127,9,col2,>>>, low confidence,low confidence_ low confidence
WGI,11,1639,127,10,col2,|," the recent past, 1995–2014)_ the recent past, 1995–2014)","recent past, 1995–2014)_ the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1639,127,11,col2,|, likely (compared with the,low confidence (compared with_ likely (compared with the
WGI,11,1639,127,12,col2,>>>," low confidence_ with the recent past,","low confidence_ low confidence_ with the recent past,"
WGI,11,1639,127,13,col2,|," recent past, 1995–2014)","the recent past, 1995–2014)_ recent past, 1995–2014)"
WGI,11,1639,127,14,col2,|, with pre-industrial),with pre-industrial)_ with pre-industrial)
WGI,11,1639,127,15,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1639,127,16,col2,|, all,increasing heavy precipitation_ all
WGI,11,1640,128,1,col2,|, very likely (compared with_ virtually certain (compared with,likely (compared with the_ very likely (compared with_ virtually certain (compared with
WGI,11,1640,128,2,col2,>>>, low confidence,the intensification of_ low confidence
WGI,11,1640,128,3,col2,|," the recent past, 1995–2014)_ the recent past, 1995–2014)","recent past, 1995–2014)_ the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1640,128,4,col2,|, very likely (compared with_ virtually certain (compared with,likely (compared with the_ very likely (compared with_ virtually certain (compared with
WGI,11,1640,128,5,col2,>>>, low confidence,the intensification of_ low confidence
WGI,11,1640,128,6,col2,|," the recent past, 1995–2014)_ the recent past, 1995–2014)","recent past, 1995–2014)_ the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1640,128,7,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1640,128,8,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1640,128,9,col2,|, all,increasing heavy precipitation_ all
WGI,11,1641,129,1,col2,|, very likely (compared with the_ virtually certain (compared with,likely (compared with the_ very likely (compared with the_ virtually certain (compared with
WGI,11,1641,129,2,col2,>>>, low confidence,the intensification of_ low confidence
WGI,11,1641,129,3,col2,|," recent past, 1995–2014)_ the recent past, 1995–2014)","recent past, 1995–2014)_ recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1641,129,4,col2,|, very likely (compared with the_ virtually certain (compared with,likely (compared with the_ very likely (compared with the_ virtually certain (compared with
WGI,11,1641,129,5,col2,>>>, low confidence,the intensification of_ low confidence
WGI,11,1641,129,6,col2,|," recent past, 1995–2014)_ the recent past, 1995–2014)","recent past, 1995–2014)_ recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1641,129,7,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1641,129,8,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1641,129,9,col2,|, all,increasing heavy precipitation_ all
WGI,11,1642,130,1,col2,|, likely (compared with the_ extremely likely (compared with,high confidence (compared with_ likely (compared with the_ extremely likely (compared with
WGI,11,1642,130,2,col2,>>>, low confidence,the intensification of_ low confidence
WGI,11,1642,130,3,col2,|," recent past, 1995–2014)_ the recent past, 1995–2014)","the recent past, 1995–2014)_ recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1642,130,4,col2,|, very likely (compared with the_ virtually certain (compared with,likely (compared with the_ very likely (compared with the_ virtually certain (compared with
WGI,11,1642,130,5,col2,>>>, low confidence,the intensification of_ low confidence
WGI,11,1642,130,6,col2,|," recent past, 1995–2014)_ the recent past, 1995–2014)","recent past, 1995–2014)_ recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1642,130,7,col2,|, with pre-industrial)_ with pre-industrial),with pre-industrial)_ with pre-industrial)_ with pre-industrial)
WGI,11,1642,130,8,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1642,130,9,col2,|, all,increasing heavy precipitation_ all
WGI,11,1643,131,1,col2,|, very likely (compared with_ virtually certain (compared with,likely (compared with the_ very likely (compared with_ virtually certain (compared with
WGI,11,1643,131,2,col2,>>>, low confidence,the intensification of_ low confidence
WGI,11,1643,131,3,col2,|," the recent past, 1995–2014)_ the recent past, 1995–2014)","recent past, 1995–2014)_ the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1643,131,4,col2,|, very likely (compared with the,high confidence (compared with_ very likely (compared with the
WGI,11,1643,131,5,col2,>>>," low confidence_ with the recent past,","the intensification of_ low confidence_ with the recent past,"
WGI,11,1643,131,6,col2,|," recent past, 1995–2014)","the recent past, 1995–2014)_ recent past, 1995–2014)"
WGI,11,1643,131,7,col2,|, with pre-industrial),with pre-industrial)_ with pre-industrial)
WGI,11,1643,131,8,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1643,131,9,col2,|, all,increasing heavy precipitation_ all
WGI,11,1644,132,1,col1,|,drought type,drought type_ +1.5°c_ +2°c_ +4°c
WGI,11,1644,132,2,col1,>>>,low confidence:,low confidence:
WGI,11,1644,132,3,col1,|,medium confidence:,medium confidence:
WGI,11,1644,132,4,col1,|,limited evidence.,limited evidence._ low confidence: limited
WGI,11,1644,132,5,col1,>>>,low confidence:,low confidence:_ decrease in drought
WGI,11,1644,132,6,col1,|,tendency towards decrease,"tendency towards decrease_ evidence, but some"
WGI,11,1644,132,7,col1,>>>,low confidence:,low confidence:_ limited evidence._ severity based on spi
WGI,11,1644,132,8,col1,|,met,met_ in consecutive dry days_ evidence of decrease in dry
WGI,11,1644,132,9,col1,|,(rar),(rar)_ models and subregions
WGI,11,1644,132,10,col1,>>>,low confidence:,low confidence:_ for surface and total soil
WGI,11,1644,132,11,col1,>>>,low confidence:,low confidence:_ low confidence:
WGI,11,1644,132,12,col1,|,inconsistent changes,"inconsistent changes_ moisture (dai et al., 2018; lu"
WGI,11,1644,132,13,col2,|, very likely (compared with,high confidence (compared with_ very likely (compared with
WGI,11,1644,132,14,col2,>>>," low confidence_ with the recent past,","the intensification of_ low confidence_ with the recent past,"
WGI,11,1644,132,15,col2,|," the recent past, 1995–2014)","the recent past, 1995–2014)_ the recent past, 1995–2014)"
WGI,11,1644,132,16,col2,|, with pre-industrial),with pre-industrial)_ with pre-industrial)
WGI,11,1644,132,17,col2,>>>, confidence_ low confidence,fact_ confidence_ low confidence
WGI,11,1644,132,18,col2,|, all,increasing heavy precipitation_ all
WGI,11,1644,132,19,col2,|, virtually certain_ extremely likely_ very likely_ likely_ high confidence,fact_ virtually certain_ extremely likely_ very likely_ likely_ high confidence
WGI,11,1644,132,20,col2,>>>, low confidence,increasing drought_ low confidence
WGI,11,1644,132,21,col2,|, all,medium_ all
WGI,11,1644,132,22,col2,|, +1.5°c_ +2°c_ +4°c,drought type_ +1.5°c_ +2°c_ +4°c
WGI,11,1644,132,23,col2,>>>, low confidence: limited,limited evidence._ low confidence: limited
WGI,11,1644,132,24,col2,|, decrease in drought,low confidence:_ decrease in drought
WGI,11,1644,132,25,col2,|," et al., 2019a;11.sm)","lack of data in (spinoni_ et al., 2019a;11.sm)"
WGI,11,1644,132,26,col2,>>>, low confidence:,russian_ low confidence:
WGI,11,1644,132,27,col2,|, inconsistent trends across,arctic_ inconsistent trends across
WGI,11,1644,132,28,col2,|, for surface and total soil,low confidence:_ for surface and total soil
WGI,11,1644,132,29,col2,>>>, low confidence:,low confidence:_ low confidence:
WGI,11,1644,132,30,col2,|," moisture (dai et al., 2018; lu","inconsistent changes_ moisture (dai et al., 2018; lu"
WGI,11,1644,132,31,col2,>>>, inconsistent trends_ low confidence:_ inconsistent changes,"agr,_ inconsistent trends_ low confidence:_ inconsistent changes"
WGI,11,1644,132,32,col2,|," et al., 2019; cook et al., 2020;","in soil moisture, variations_ et al., 2019; cook et al., 2020;"
WGI,11,1645,133,1,col1,|,drought type,drought type_ +1.5°c_ +2°c_ +4°c
WGI,11,1645,133,2,col1,>>>,low confidence:,low confidence:
WGI,11,1645,133,3,col1,|,inconsistent changes.,inconsistent changes.
WGI,11,1645,133,4,col1,|,(cmip5 gcms),(cmip5 gcms)
WGI,11,1645,133,5,col1,>>>,low confidence:,low confidence:
WGI,11,1645,133,6,col1,>>>,low confidence:,low confidence:_ limited evidence and
WGI,11,1645,133,7,col1,|,inconsistent or no,inconsistent or no_ inconsistent trends
WGI,11,1645,133,8,col1,|,"almazroui and islam, 2019)","almazroui and islam, 2019)_ and willems, 2018; 11.sm)"
WGI,11,1645,133,9,col1,>>>,low confidence:,low confidence:_ low confidence:_ low confidence:
WGI,11,1645,133,10,col1,|,"(dunn et al., 2020): wetting   limited evidence","(dunn et al., 2020): wetting   limited evidence_ limited evidence and_ limited evidence and_ (touma et al., 2015):"
WGI,11,1645,133,11,col1,|,based on cdd,based on cdd
WGI,11,1645,133,12,col1,>>>,low confidence: limited,low confidence: limited
WGI,11,1645,133,13,col1,|,evidence. drying in,evidence. drying in
WGI,11,1645,133,14,col1,|,peninsula,"peninsula_ in rest of region (greve_ metrics, including total"
WGI,11,1645,133,15,col1,>>>,low confidence:,low confidence:
WGI,11,1645,133,16,col1,|,(arp),"(arp)_ et al., 2014)_ low confidence:_ and surface soil moisture"
WGI,11,1645,133,17,col1,|,missing data,missing data
WGI,11,1645,133,18,col1,>>>,low confidence:,low confidence:
WGI,11,1645,133,19,col1,>>>,low confidence:,low confidence:_ low confidence:
WGI,11,1645,133,20,col1,|,inconsistent trends,inconsistent trends
WGI,11,1645,133,21,col2,|, +1.5°c_ +2°c_ +4°c,drought type_ +1.5°c_ +2°c_ +4°c
WGI,11,1645,133,22,col2,>>>, low confidence:,in available studies_ low confidence:
WGI,11,1645,133,23,col2,>>>, low confidence:_ cook et al. (2020):_ mixed signals among,russian_ low confidence:_ cook et al. (2020):_ mixed signals among
WGI,11,1645,133,24,col2,>>>, low confidence:_ low confidence:_ limited evidence._ increasing runoff in_ studies (prudhomme,arctic_ low confidence:_ low confidence:_ limited evidence._ increasing runoff in_ studies (prudhomme
WGI,11,1645,133,25,col2,|," limited evidence_ limited evidence_ one study shows lack of_ one study based on_ et al., 2014; giuntoli et al.,","(rar)_ limited evidence_ limited evidence_ one study shows lack of_ one study based on_ et al., 2014; giuntoli et al.,"
WGI,11,1645,133,26,col2,|," and willems, 2018; 11.sm)","almazroui and islam, 2019)_ and willems, 2018; 11.sm)"
WGI,11,1645,133,27,col2,>>>, low confidence:_ low confidence:,low confidence:_ low confidence:_ low confidence:
WGI,11,1645,133,28,col2,|," limited evidence and_ limited evidence and_ (touma et al., 2015):","(dunn et al., 2020): wetting   limited evidence_ limited evidence and_ limited evidence and_ (touma et al., 2015):"
WGI,11,1645,133,29,col2,|, 11.sm): decreasing dryness,missing data in this region_ 11.sm): decreasing dryness
WGI,11,1645,133,30,col2,>>>, low confidence: mixed,fraction of region in one_ low confidence: mixed
WGI,11,1645,133,31,col2,|," study, but missing data_ signal between different","arabian_ study, but missing data_ signal between different"
WGI,11,1645,133,32,col2,|," in rest of region (greve_ metrics, including total","peninsula_ in rest of region (greve_ metrics, including total"
WGI,11,1645,133,33,col2,>>>," et al., 2014)_ low confidence:_ and surface soil moisture","(arp)_ et al., 2014)_ low confidence:_ and surface soil moisture"
WGI,11,1645,133,34,col2,|, inconsistent trends_ limited evidence and_ (11.sm; rajsekhar and,"(greve et al., 2014):_ inconsistent trends_ limited evidence and_ (11.sm; rajsekhar and"
WGI,11,1645,133,35,col2,>>>, low confidence:,"agr,_ low confidence:"
WGI,11,1645,133,36,col2,|," (l. xu et al., 2019; 11.sm)_ inconsistent trends (l. xu_ gorelick, 2017; dai et al.,","drying in part of region,_ (l. xu et al., 2019; 11.sm)_ inconsistent trends (l. xu_ gorelick, 2017; dai et al.,"
WGI,11,1645,133,37,col2,|," serrano et al., 2020c)","missing data_ serrano et al., 2020c)"
WGI,11,1645,133,38,col2,>>>, low confidence:,low confidence:_ low confidence:
WGI,11,1645,133,39,col2,>>>, low confidence:_ limited evidence,limited evidence drying_ low confidence:_ limited evidence
WGI,11,1645,133,40,col2,>>>, low confidence:_ limited evidence._ and inconsistent,in one study in northern_ low confidence:_ limited evidence._ and inconsistent
WGI,11,1645,133,41,col2,|," studies (prudhomme et al.,","hydr_ studies (prudhomme et al.,"
WGI,11,1646,134,1,col1,|,drought type,drought type_ +1.5°c_ +2°c_ +4°c
WGI,11,1646,134,2,col1,>>>,low confidence:,low confidence:
WGI,11,1646,134,3,col1,>>>,low confidence:,low confidence:
WGI,11,1646,134,4,col1,>>>,low confidence:,low confidence:_ mixed signals between
WGI,11,1646,134,5,col1,|,inconsistent trends,inconsistent trends_ low confidence:
WGI,11,1646,134,6,col1,|,"between subregions, based","between subregions, based_ limited evidence."
WGI,11,1646,134,7,col1,>>>,low confidence:,"low confidence:_ or non-significant trends_ regions (touma et al.,"
WGI,11,1646,134,8,col1,|,met,met_ on cdd and spi (spinoni_ inconsistent or weak
WGI,11,1646,134,9,col1,|,substantial inter-model,substantial inter-model
WGI,11,1646,134,10,col1,>>>,low confidence:,low confidence:_ spread and lack of signal
WGI,11,1646,134,11,col1,|,mixed signals in changes,mixed signals in changes_ for total soil moisture
WGI,11,1646,134,12,col1,>>>,low confidence:,low confidence:
WGI,11,1646,134,13,col1,|,medium confidence:,"medium confidence:_ in drought severity,_ (dai et al., 2018; cook et al.,"
WGI,11,1646,134,14,col1,|,severity dominant,"severity dominant_ and index (naumann et al.,_ 2020c 11.sm)"
WGI,11,1646,134,15,col1,>>>,low confidence:,low confidence:_ depending on model
WGI,11,1646,134,16,col1,|,signal shows drying for,"signal shows drying for_ 2018; l. xu et al., 2019;"
WGI,11,1646,134,17,col1,|,"(prudhomme et al., 2014;","(prudhomme et al., 2014;"
WGI,11,1646,134,18,col1,>>>,low confidence:,"low confidence:_ giuntoli et al., 2015; touma"
WGI,11,1646,134,19,col1,>>>,low confidence:,low confidence:
WGI,11,1646,134,20,col1,|,inconsistent trends in,"inconsistent trends in_ et al., 2015; cook et al.,"
WGI,11,1646,134,21,col1,>>>,low confidence:,low confidence:_ low confidence:_ limited evidence.
WGI,11,1646,134,22,col1,|,hydr,hydr_ available studies (touma_ 2020); but large inter-model
WGI,11,1646,134,23,col2,|, mixed signals between,low confidence:_ mixed signals between
WGI,11,1646,134,24,col2,>>>, low confidence:,inconsistent trends_ low confidence:
WGI,11,1646,134,25,col2,|, models and between,"inconsistent, weak and/_ models and between"
WGI,11,1646,134,26,col2,|," et al., 2015; cook et al.,","inconsistent trends in_ et al., 2015; cook et al.,"
WGI,11,1646,134,27,col2,>>>, low confidence:_ limited evidence.,low confidence:_ low confidence:_ limited evidence.
WGI,11,1646,134,28,col2,|, available studies (touma_ 2020); but large inter-model,hydr_ available studies (touma_ 2020); but large inter-model
WGI,11,1647,135,1,col1,|,"et al., 2020)","et al., 2020)_ inconsistent"
WGI,11,1647,135,2,col1,>>>,low confidence:,low confidence:_ mostly decrease in cdd_ slight decrease
WGI,11,1647,135,3,col1,|,met,met_ evidence in cmip5
WGI,11,1647,135,4,col1,|,mostly decreasing trends,mostly decreasing trends
WGI,11,1647,135,5,col1,>>>,low confidence: mixed,low confidence: mixed
WGI,11,1647,135,6,col1,|,signals between different,signals between different
WGI,11,1647,135,7,col1,|,including total and surface,including total and surface
WGI,11,1647,135,8,col1,>>>,low confidence:,low confidence:_ soil moisture in cmip6
WGI,11,1647,135,9,col1,>>>,low confidence:,low confidence:
WGI,11,1647,135,10,col1,>>>,low confidence:,"low confidence:_ inconsistent trends_ (11.sm; cook et al., 2020),"
WGI,11,1647,135,11,col1,|,inconsistent trends,inconsistent trends
WGI,11,1647,135,12,col1,|,"(cook et al., 2020)","(cook et al., 2020)"
WGI,11,1647,135,13,col1,>>>,low confidence:,low confidence:
